id,0
44,0
49,1
54,2
56,3
62,4
66,5
71,6
76,7
102,8
104,9
116,10
129,11
142,12
150,13
153,14
155,15
159,16
167,17
168,18
179,19
192,20
198,21
200,22
203,23
211,24
220,25
230,26
232,27
242,28
246,29
250,30
261,31
267,32
271,33
278,34
280,35
314,36
319,37
324,38
334,39
346,40
356,41
376,42
378,43
397,44
414,45
432,46
445,47
451,48
456,49
468,50
479,51
480,52
481,53
487,54
506,55
519,56
520,57
536,58
541,59
542,60
543,61
548,62
550,63
552,64
556,65
558,66
566,67
567,68
568,69
571,70
573,71
588,72
601,73
604,74
607,75
615,76
619,77
632,78
642,79
647,80
648,81
664,82
667,83
671,84
686,85
693,86
719,87
744,88
749,89
754,90
773,91
780,92
794,93
809,94
810,95
820,96
822,97
825,98
834,99
851,100
860,101
897,102
903,103
916,104
930,105
932,106
947,107
992,108
1005,109
1032,110
1035,111
1042,112
1078,113
1086,114
1117,115
1119,116
1133,117
1149,118
1157,119
1170,120
1171,121
1207,122
1209,123
1236,124
1267,125
1293,126
1306,127
1317,128
1322,129
1356,130
1387,131
1423,132
1438,133
1460,134
1505,135
1522,136
1551,137
1559,138
1581,139
1600,140
1631,141
1633,142
1780,143
1809,144
1873,145
1904,146
1944,147
1982,148
2032,149
2056,150
2066,151
2072,152
2086,153
2137,154
2169,155
2216,156
2267,157
2278,158
2364,159
2366,160
2373,161
2393,162
2422,163
2479,164
2496,165
2498,166
2505,167
2509,168
2510,169
2526,170
2532,171
2537,172
2545,173
2561,174
2583,175
2608,176
2625,177
2642,178
2663,179
2670,180
2677,181
2682,182
2686,183
2687,184
2695,185
2707,186
2708,187
2713,188
2767,189
2768,190
2770,191
2772,192
2781,193
2783,194
2791,195
2811,196
2814,197
2816,198
2820,199
2862,200
2885,201
2886,202
2901,203
2903,204
2910,205
2930,206
2940,207
2941,208
2987,209
3009,210
3034,211
3037,212
3049,213
3051,214
3053,215
3054,216
3057,217
3059,218
3091,219
3092,220
3094,221
3110,222
3120,223
3132,224
3155,225
3157,226
3158,227
3161,228
3166,229
3167,230
3168,231
3169,232
3171,233
3180,234
3201,235
3213,236
3250,237
3285,238
3294,239
3313,240
3317,241
3333,242
3337,243
3349,244
3355,245
3361,246
3368,247
3370,248
3386,249
3397,250
3400,251
3408,252
3436,253
3439,254
3441,255
3448,256
3451,257
3470,258
3471,259
3472,260
3474,261
3493,262
3511,263
3517,264
3520,265
3548,266
3558,267
3559,268
3560,269
3561,270
3564,271
3567,272
3568,273
3570,274
3577,275
3579,276
3586,277
3587,278
3589,279
3594,280
3595,281
3596,282
3598,283
3599,284
3610,285
3616,286
3651,287
3671,288
3683,289
3687,290
3689,291
3709,292
3711,293
3713,294
3721,295
3730,296
3734,297
3738,298
3741,299
3745,300
3748,301
3779,302
3782,303
3794,304
3805,305
3806,306
3846,307
3857,308
3877,309
3888,310
3895,311
3900,312
3911,313
3929,314
3953,315
3954,316
3975,317
3978,318
3983,319
3988,320
3989,321
3993,322
4007,323
4008,324
4017,325
4018,326
4042,327
4049,328
4050,329
4058,330
4065,331
4075,332
4084,333
4089,334
4132,335
4141,336
4143,337
4151,338
4156,339
4165,340
4167,341
4178,342
4205,343
4213,344
4218,345
4219,346
4237,347
4261,348
4271,349
4284,350
4285,351
4287,352
4292,353
4294,354
4296,355
4330,356
4332,357
4342,358
4366,359
4368,360
4378,361
4392,362
4393,363
4395,364
4417,365
4423,366
4450,367
4451,368
4460,369
4471,370
4485,371
4496,372
4545,373
4546,374
4560,375
4571,376
4573,377
4574,378
4594,379
4597,380
4605,381
4608,382
4627,383
4637,384
4663,385
4667,386
4682,387
4684,388
4736,389
4762,390
4764,391
4765,392
4779,393
4785,394
4790,395
4807,396
4840,397
4842,398
4843,399
4859,400
4861,401
4873,402
4875,403
4877,404
4891,405
4892,406
4897,407
4900,408
4952,409
4957,410
4981,411
4984,412
5000,413
5018,414
5021,415
5024,416
5028,417
5029,418
5031,419
5033,420
5049,421
5063,422
5082,423
5083,424
5092,425
5096,426
5108,427
5150,428
5158,429
5170,430
5174,431
5184,432
5194,433
5207,434
5213,435
5221,436
5224,437
5245,438
5247,439
5274,440
5277,441
5287,442
5293,443
5297,444
5335,445
5365,446
5366,447
5368,448
5408,449
5424,450
5429,451
5434,452
5447,453
5450,454
5453,455
5465,456
5466,457
5467,458
5477,459
5478,460
5483,461
6442,462
6449,463
6482,464
6493,465
6505,466
6521,467
6536,468
6547,469
6570,470
6584,471
6602,472
6605,473
6614,474
6625,475
6627,476
6638,477
6640,478
6649,479
6653,480
6670,481
6675,482
6854,483
6873,484
6897,485
6916,486
6919,487
6930,488
6932,489
6934,490
6952,491
6957,492
6958,493
6971,494
6992,495
7006,496
7019,497
7020,498
7036,499
7037,500
7058,501
7061,502
7064,503
7073,504
7098,505
7101,506
7118,507
7125,508
7141,509
7154,510
7169,511
7184,512
7220,513
7226,514
7235,515
7299,516
7323,517
7340,518
7359,519
7397,520
7400,521
7404,522
7408,523
7417,524
7435,525
7437,526
7465,527
7478,528
7537,529
7553,530
7556,531
7572,532
7585,533
7589,534
7594,535
7595,536
7602,537
7612,538
7614,539
7629,540
7674,541
7678,542
7682,543
7695,544
7702,545
7708,546
7722,547
7728,548
7746,549
7750,550
7751,551
7760,552
7763,553
7798,554
7811,555
7812,556
7817,557
7829,558
7883,559
7888,560
7904,561
7913,562
7929,563
7941,564
7949,565
7968,566
8039,567
8060,568
8061,569
8073,570
8099,571
8143,572
8163,573
8166,574
8167,575
8180,576
8184,577
8244,578
8260,579
8264,580
8278,581
8309,582
8364,583
8374,584
8384,585
8392,586
8410,587
8418,588
8423,589
8424,590
8432,591
8453,592
8468,593
8483,594
8486,595
8487,596
8491,597
8494,598
8497,599
8499,600
8500,601
8507,602
8509,603
8513,604
8519,605
8528,606
8531,607
8534,608
8542,609
8547,610
8554,611
8556,612
8564,613
8566,614
8567,615
8574,616
8575,617
8579,618
8581,619
8587,620
8589,621
8590,622
8592,623
8594,624
8596,625
8597,626
8599,627
8600,628
8602,629
8603,630
8609,631
8613,632
8616,633
8617,634
8619,635
8620,636
8624,637
8626,638
8634,639
8635,640
8640,641
8648,642
8649,643
8650,644
8654,645
8665,646
8668,647
8673,648
8674,649
8691,650
8692,651
8696,652
8700,653
8701,654
8704,655
8706,656
8721,657
8726,658
8730,659
8739,660
8744,661
8745,662
8749,663
8754,664
8756,665
8757,666
8763,667
8771,668
8782,669
8785,670
8788,671
8792,672
8794,673
8798,674
8802,675
8803,676
8806,677
8813,678
8814,679
8820,680
8844,681
8845,682
8846,683
8847,684
8866,685
8872,686
8880,687
8892,688
8899,689
8902,690
8908,691
8924,692
8925,693
8926,694
8935,695
8937,696
8949,697
8953,698
8968,699
8969,700
8970,701
8972,702
8984,703
8987,704
8995,705
8996,706
9004,707
9012,708
9023,709
9024,710
9028,711
9029,712
9032,713
9033,714
9036,715
9039,716
9048,717
9050,718
9054,719
9055,720
9058,721
9060,722
9061,723
9064,724
9073,725
9108,726
9113,727
9116,728
9117,729
9125,730
9126,731
9130,732
9137,733
9142,734
9143,735
9144,736
9154,737
9155,738
9156,739
9160,740
9165,741
9168,742
9173,743
9176,744
9180,745
9186,746
9225,747
9232,748
9240,749
9244,750
9249,751
9250,752
9254,753
9259,754
9265,755
9267,756
9269,757
9270,758
9271,759
9272,760
9274,761
9280,762
9325,763
9326,764
9327,765
9350,766
9351,767
9353,768
9361,769
9363,770
9370,771
9382,772
9389,773
9403,774
9407,775
9414,776
9417,777
9425,778
9430,779
9456,780
9458,781
9483,782
9490,783
9494,784
9496,785
9497,786
9503,787
9506,788
9518,789
9526,790
9527,791
9528,792
9531,793
9533,794
9539,795
9545,796
9549,797
9683,798
9713,799
9714,800
9715,801
9716,802
9732,803
9736,804
9737,805
9746,806
9757,807
9769,808
9773,809
9780,810
9781,811
9782,812
9795,813
9808,814
9822,815
9824,816
9836,817
9841,818
9842,819
9845,820
9848,821
9852,822
9860,823
9870,824
9872,825
9954,826
9957,827
9958,828
9965,829
9970,830
9973,831
9974,832
9979,833
9989,834
9998,835
10022,836
10045,837
10046,838
10053,839
10075,840
10082,841
10084,842
10088,843
10090,844
10095,845
10096,846
10101,847
10111,848
10117,849
10123,850
10125,851
10127,852
10128,853
10131,854
10134,855
10135,856
10140,857
10145,858
10146,859
10155,860
10162,861
10166,862
10167,863
10190,864
10191,865
10196,866
10198,867
10201,868
10203,869
10205,870
10211,871
10239,872
10251,873
10254,874
10266,875
10268,876
10269,877
10273,878
10281,879
10294,880
10296,881
10299,882
10309,883
10317,884
10318,885
10326,886
10327,887
10331,888
10332,889
10338,890
10341,891
10342,892
10344,893
10349,894
10350,895
10353,896
10358,897
10367,898
10372,899
10381,900
10382,901
10385,902
10404,903
10406,904
10410,905
10422,906
10423,907
10428,908
10430,909
10440,910
10443,911
10445,912
10452,913
10457,914
10459,915
10460,916
10464,917
10467,918
10468,919
10478,920
10481,921
10491,922
10499,923
10507,924
10510,925
10511,926
10554,927
10566,928
10579,929
10580,930
10581,931
10584,932
10589,933
10600,934
10614,935
10620,936
10623,937
10628,938
10633,939
10644,940
10653,941
10656,942
10661,943
10663,944
10665,945
10671,946
10677,947
10681,948
10691,949
10696,950
10698,951
10705,952
10712,953
10721,954
10723,955
10729,956
10733,957
10736,958
10744,959
10753,960
10757,961
10759,962
10777,963
10785,964
10794,965
10808,966
10810,967
10813,968
10819,969
10830,970
10833,971
10836,972
10837,973
10839,974
10840,975
10852,976
10858,977
10865,978
10866,979
10870,980
10876,981
10889,982
10901,983
10903,984
10922,985
10928,986
10949,987
10958,988
10965,989
10966,990
10986,991
11001,992
11020,993
11028,994
11030,995
11038,996
11040,997
11042,998
11062,999
11067,1000
11076,1001
11078,1002
11098,1003
11107,1004
11116,1005
11119,1006
11130,1007
11135,1008
11138,1009
11147,1010
11149,1011
11152,1012
11156,1013
11163,1014
11166,1015
11168,1016
11177,1017
11180,1018
11181,1019
11189,1020
11194,1021
11200,1022
11209,1023
11217,1024
11220,1025
11221,1026
11233,1027
11237,1028
11252,1029
11266,1030
11277,1031
11278,1032
11286,1033
11290,1034
11296,1035
11297,1036
11298,1037
11307,1038
11316,1039
11329,1040
11340,1041
11345,1042
11347,1043
11357,1044
11365,1045
11367,1046
11369,1047
11372,1048
11382,1049
11385,1050
11386,1051
11389,1052
11390,1053
11391,1054
11393,1055
11397,1056
11405,1057
11412,1058
11419,1059
11420,1060
11422,1061
11424,1062
11427,1063
11429,1064
11431,1065
11433,1066
11445,1067
11460,1068
11463,1069
11467,1070
11470,1071
11474,1072
11475,1073
11476,1074
11487,1075
11488,1076
11489,1077
11492,1078
11497,1079
11502,1080
11508,1081
11514,1082
11516,1083
11522,1084
11523,1085
11527,1086
11530,1087
11531,1088
11538,1089
11542,1090
11544,1091
11548,1092
11550,1093
11558,1094
11571,1095
11581,1096
11591,1097
11593,1098
11594,1099
11595,1100
11599,1101
11616,1102
11619,1103
11624,1104
11630,1105
11633,1106
11640,1107
11642,1108
11644,1109
11657,1110
11658,1111
11661,1112
11669,1113
11672,1114
11699,1115
11706,1116
11722,1117
11727,1118
11734,1119
11753,1120
11756,1121
11757,1122
11760,1123
11763,1124
11767,1125
11770,1126
11778,1127
11779,1128
11789,1129
11791,1130
11796,1131
11799,1132
11808,1133
11811,1134
11816,1135
11827,1136
11852,1137
11868,1138
11874,1139
11876,1140
11883,1141
11885,1142
11886,1143
11912,1144
11913,1145
11915,1146
11919,1147
11923,1148
11924,1149
11930,1150
11961,1151
11969,1152
11970,1153
11980,1154
11984,1155
12019,1156
12026,1157
12027,1158
12030,1159
12033,1160
12034,1161
12039,1162
12044,1163
12055,1164
12061,1165
12067,1166
12077,1167
12079,1168
12080,1169
12083,1170
12084,1171
12094,1172
12097,1173
12103,1174
12105,1175
12115,1176
12122,1177
12125,1178
12134,1179
12140,1180
12157,1181
12166,1182
12177,1183
12181,1184
12192,1185
12194,1186
12199,1187
12207,1188
12210,1189
12223,1190
12227,1191
12232,1192
12244,1193
12247,1194
12249,1195
12275,1196
12278,1197
12284,1198
12291,1199
12295,1200
12298,1201
12303,1202
12309,1203
12313,1204
12314,1205
12316,1206
12326,1207
12330,1208
12339,1209
12349,1210
12354,1211
12360,1212
12362,1213
12365,1214
12367,1215
12369,1216
12371,1217
12374,1218
12375,1219
12376,1220
12395,1221
12396,1222
12399,1223
12406,1224
12408,1225
12410,1226
12423,1227
12429,1228
12431,1229
12435,1230
12436,1231
12438,1232
12450,1233
12452,1234
12458,1235
12460,1236
12466,1237
12468,1238
12469,1239
12483,1240
12488,1241
12498,1242
12501,1243
12509,1244
12516,1245
12521,1246
12522,1247
12531,1248
12539,1249
12540,1250
12563,1251
12564,1252
12568,1253
12569,1254
12572,1255
12584,1256
12591,1257
12592,1258
12598,1259
12619,1260
12624,1261
12626,1262
12629,1263
12630,1264
12633,1265
12648,1266
12652,1267
12656,1268
12660,1269
12662,1270
12668,1271
12677,1272
12684,1273
12697,1274
12709,1275
12716,1276
12730,1277
12744,1278
12755,1279
12761,1280
12765,1281
12767,1282
12784,1283
12787,1284
12792,1285
12794,1286
12802,1287
12807,1288
12808,1289
12809,1290
12818,1291
12832,1292
12836,1293
12837,1294
12838,1295
12841,1296
12847,1297
12849,1298
12851,1299
12867,1300
